,Method,ACC,AUROC,precision,recall,f1-score
0,GaussianNB,0.7248268084420815,0.7427295681767421,0.7275973384647503,0.7248268084420815,0.7261436561039559
1,GaussianNB,0.6752054132431126,0.7427295681767421,0.7203287504941898,0.6752054132431126,0.6882041965967234
2,GaussianNB,0.6752054132431126,0.7427295681767421,0.7203287504941898,0.6752054132431126,0.6882041965967234
3,GaussianNB,0.7248268084420815,0.7427295681767421,0.7275973384647503,0.7248268084420815,0.7261436561039559
